Combined categories,p_5mM.p_0mM___log2FoldChange
Amino acid metabolism and transport,0.728009949
Amino acid metabolism and transport,0.113337747
Amino acid metabolism and transport,0.439803581
Amino acid metabolism and transport,-1.591224899
Amino acid metabolism and transport,-0.542499675
Amino acid metabolism and transport,-1.17707207
Amino acid metabolism and transport,0.191732795
Amino acid metabolism and transport,-0.3399398
Amino acid metabolism and transport,-1.202855987
Amino acid metabolism and transport,0.366866428
Amino acid metabolism and transport,-0.008781334
Amino acid metabolism and transport,-0.1112821
Amino acid metabolism and transport,-0.6887209
Amino acid metabolism and transport,0.2981145
Amino acid metabolism and transport,-1.168226
Amino acid metabolism and transport,-0.8819274
Amino acid metabolism and transport,0.184045
Amino acid metabolism and transport,0.274932578
Amino acid metabolism and transport,-0.1477365
Amino acid metabolism and transport,-0.1842613
Amino acid metabolism and transport,-0.146985344
Amino acid metabolism and transport,0.154443784
Amino acid metabolism and transport,-0.760679241
Amino acid metabolism and transport,-0.9220848
Amino acid metabolism and transport,-1.488335231
Amino acid metabolism and transport,-1.008930228
Amino acid metabolism and transport,-0.42341743
Amino acid metabolism and transport,-0.5967442
Amino acid metabolism and transport,-1.058667
Amino acid metabolism and transport,-2.755922
Amino acid metabolism and transport,-2.867657
Amino acid metabolism and transport,0.7682925
Amino acid metabolism and transport,-0.306435966
Amino acid metabolism and transport,-0.515805105
Amino acid metabolism and transport,-0.159887174
Amino acid metabolism and transport,-0.569348703
Amino acid metabolism and transport,-0.077197061
Amino acid metabolism and transport,-0.5069414
Amino acid metabolism and transport,-0.029100662
Amino acid metabolism and transport,0.501891058
Amino acid metabolism and transport,-0.852945
Amino acid metabolism and transport,-1.061064333
Amino acid metabolism and transport,-0.218348853
Amino acid metabolism and transport,-0.521543603
Amino acid metabolism and transport,-1.230875707
Amino acid metabolism and transport,-1.357627494
Amino acid metabolism and transport,-0.248561609
Amino acid metabolism and transport,0.376762641
Amino acid metabolism and transport,-0.1554844
Amino acid metabolism and transport,0.061608086
Amino acid metabolism and transport,-0.499852599
Amino acid metabolism and transport,-0.873265881
Exopolysaccharide biosynthesis,1.712862
Exopolysaccharide biosynthesis,-0.8459041
Exopolysaccharide biosynthesis,-0.922732402
Exopolysaccharide biosynthesis,-0.335206476
Exopolysaccharide biosynthesis,-0.533209747
Exopolysaccharide biosynthesis,-1.32510691
Exopolysaccharide biosynthesis,-0.431018595
Exopolysaccharide biosynthesis,-0.9498046
Exopolysaccharide biosynthesis,-0.875001783
Exopolysaccharide biosynthesis,-0.4699717
Exopolysaccharide biosynthesis,0.475418064
Exopolysaccharide biosynthesis,-1.213187
Exopolysaccharide biosynthesis,-0.821376509
Exopolysaccharide biosynthesis,-0.372317905
Exopolysaccharide biosynthesis,-0.501433829
Exopolysaccharide biosynthesis,-0.108972681
Exopolysaccharide biosynthesis,-0.246893286
Exopolysaccharide biosynthesis,0.005098464
Exopolysaccharide biosynthesis,-0.135410588
Exopolysaccharide biosynthesis,-1.208965
Exopolysaccharide biosynthesis,-0.114165138
Exopolysaccharide biosynthesis,0.022659553
Exopolysaccharide biosynthesis,-0.182393468
